Invoice No,Distributor Code,Customer Code,Route Code,Product Index,Product Code,,Product Description,UOM Code,Selling Type,Default UOM,Product Quantity,MRP,Product List Price,UOM List Price,Gross Amount,Product Discount,Promo Discount,SLS Discount,Customer Group Discount,Discount Amount,Amount After SKU Disc,Customer Discount,Total Tax Amount,Total Net Amount,SO Number,Document Type,Invoice Status,Invoice Date,GST Code,GST Rate,Backend Customer Ref No,Distributor User Defined 1,Distributor User Defined 2,Distributor User Defined 3,Distributor User Defined 4,Distributor User Defined 5,Distributor User Defined 1,Distributor User Defined 2,Distributor User Defined 3,Distributor User Defined 4,Distributor User Defined 5,Smallest UOM Quantity,Picklist Indicator,Outlet Type,Segmentation,Outlet Program,Route Plan Code & Name,VAT,Add VAT,HSN Code,Route Segmentation,Route Mobile Number
IN000167,7880336,CT0010045107,SHA1002,2,384675,0384675,Jik Lemon 250Ml *18,OU,S,CA,6,0,2355.3,130.85,785.1,0,0,0,0,0,785.1,0,125.62,910.72,SOSHA1002000040,Invoice,Invoiced,04/03/2025,,,,,,,,,,,,,,6,Picked,DTR Van-D,,,,,,,,
IN000185,7880336,CT0010043577,SHA1007,1,384658,0384658,Jik Bleach Regular 250Ml *18,OU,S,CA,6,0,2355.3,130.85,785.1,0,0,0,0,0,785.1,0,125.62,910.72,SOSHA1007000026,Invoice,Invoiced,04/03/2025,,,,,,,,,,,,,,6,Picked,DTR Van-D,,,,,,,,
IN000221,7880336,CT0010054019,SHA1002,2,384658,0384658,Jik Bleach Regular 250Ml *18,OU,S,CA,6,0,2355.3,130.85,785.1,0,0,0,0,0,785.1,0,125.62,910.72,SOSHA1002000045,Invoice,Invoiced,05/03/2025,,,,,,,,,,,,,,6,Picked,DUKA,,,,,,,,
IN000352,7880336,CT0010054079,SHA1006,3,384658,0384658,Jik Bleach Regular 250Ml *18,OU,S,CA,6,0,2355.3,130.85,785.1,0,0,0,0,0,785.1,0,125.62,910.72,SOSHA1006000080,Invoice,Invoiced,06/03/2025,,,,,,,,,,,,,,6,Picked,DTR Van-A,,,,,,,,
IN000458,7880336,CT0010054141,SHA1005,3,384658,0384658,Jik Bleach Regular 250Ml *18,OU,S,CA,6,0,2355.3,130.85,785.1,0,0,0,0,0,785.1,0,125.62,910.72,SOSHA1005000048,Invoice,Invoiced,06/03/2025,,,,,,,,,,,,,,6,Picked,DTR Van-D,,,,,,,,
IN000580,7880336,CT0010054155,SHA1007,1,384658,0384658,Jik Bleach Regular 250Ml *18,OU,S,CA,6,0,2355.3,130.85,785.1,0,0,0,0,0,785.1,0,125.62,910.72,SOSHA1007000083,Invoice,Invoiced,08/03/2025,,,,,,,,,,,,,,6,Picked,DTR Van-D,,,,,,,,
IN000657,7880336,CT0010054240,SHA1004,1,384658,0384658,Jik Bleach Regular 250Ml *18,OU,S,CA,6,0,2355.3,130.85,785.1,0,0,0,0,0,785.1,0,125.62,910.72,SOSHA1004000102,Invoice,Invoiced,10/03/2025,,,,,,,,,,,,,,6,Picked,DTR Van-A,,,,,,,,
IN000664,7880336,CT0010054265,SHA1004,1,384658,0384658,Jik Bleach Regular 250Ml *18,OU,S,CA,6,0,2355.3,130.85,785.1,0,0,0,0,0,785.1,0,125.62,910.72,SOSHA1004000109,Invoice,Invoiced,10/03/2025,,,,,,,,,,,,,,6,Picked,DTR Van-A,,,,,,,,
IN000751,7880336,CT0010054279,SHA1004,1,384658,0384658,Jik Bleach Regular 250Ml *18,OU,S,CA,6,0,2355.3,130.85,785.1,0,0,0,0,0,785.1,0,125.62,910.72,SOSHA1004000117,Invoice,Invoiced,11/03/2025,,,,,,,,,,,,,,6,Picked,DTR Van-A,,,,,,,,
IN000829,7880336,CT0010054332,SHA1001,1,384658,0384658,Jik Bleach Regular 250Ml *18,OU,S,CA,6,0,2355.3,130.85,785.1,0,0,0,0,0,785.1,0,125.62,910.72,SOSHA1001000135,Invoice,Invoiced,12/03/2025,,,,,,,,,,,,,,6,Picked,DTR Van-D,,,,,,,,
IN001062,7880336,CT0010043148,SHA1000,1,384658,0384658,Jik Bleach Regular 250Ml *18,OU,S,CA,6,0,2355.3,130.85,785.1,0,0,0,0,0,785.1,0,125.62,910.72,SOSHA1000000026,Invoice,Invoiced,17/03/2025,,,,,,,,,,,,,,6,Picked,Other Supermarts-D,,,,,,,,
IN001172,7880336,CT0010054586,SHA1001,1,384658,0384658,Jik Bleach Regular 250Ml *18,OU,S,CA,6,0,2355.3,130.85,785.1,0,0,0,0,0,785.1,0,125.62,910.72,SOSHA1001000198,Invoice,Invoiced,18/03/2025,,,,,,,,,,,,,,6,Picked,DTR Van-D,,,,,,,,
IN000904,7880336,CT0010054391,SHA1000,73,3132486,3132486,HARPIC TETRIS ITB TROPICAL BLOSSOM 6*35G,CA,S,CA,1,0,926.72,926.72,926.72,0,0,0,0,0,926.72,0,0,926.72,SOSHA1000000019,Invoice,Invoiced,13/03/2025,,,,,,,,,,,,,,6,Picked,Other Supermarts-D,,,,,,,,
IN000904,7880336,CT0010054391,SHA1000,74,3132947,3132947,HARPIC TETRIS ITB FOREST DEW 35G,CA,S,CA,1,0,926.72,926.72,926.72,0,0,0,0,0,926.72,0,0,926.72,SOSHA1000000019,Invoice,Invoiced,13/03/2025,,,,,,,,,,,,,,6,Picked,Other Supermarts-D,,,,,,,,
IN000174,7880336,CT0010045388,SHA1004,2,238167,0238167,Jik Bleach Regular 70Ml *144,OU,S,CA,36,0,3218.39,22.35,804.6,0,0,0,0,0,804.6,0,128.74,933.34,SOSHA1004000011,Invoice,Invoiced,04/03/2025,,,,,,,,,,,,,,36,Picked,DTR Van-D,,,,,,,,
IN000361,7880336,CT0010054089,SHA1006,1,238167,0238167,Jik Bleach Regular 70Ml *144,OU,S,CA,36,0,3218.39,22.35,804.6,0,0,0,0,0,804.6,0,128.74,933.34,SOSHA1006000091,Invoice,Invoiced,06/03/2025,,,,,,,,,,,,,,36,Picked,DTR Van-A,,,,,,,,
IN000669,7880336,CT0010054244,SHA1005,1,238167,0238167,Jik Bleach Regular 70Ml *144,OU,S,CA,36,0,3218.39,22.35,804.6,0,0,0,0,0,804.6,0,128.74,933.34,SOSHA1005000075,Invoice,Invoiced,10/03/2025,,,,,,,,,,,,,,36,Picked,DTR Van-D,,,,,,,,
IN000793,7880336,CT0010054326,SHA1002,1,238167,0238167,Jik Bleach Regular 70Ml *144,OU,S,CA,36,0,3218.39,22.35,804.6,0,0,0,0,0,804.6,0,128.74,933.34,SOSHA1002000138,Invoice,Invoiced,11/03/2025,,,,,,,,,,,,,,36,Picked,DTR Van-D,,,,,,,,
IN001044,7880336,CT0010054471,SHA1005,8,3249064,3249064,DETTOL SOAP HERBAL 125G,OU,S,CA,6,0,11285.27,156.74,940.44,0,0,0,0,0,940.44,0,0,940.44,SOSHA1005000136,Invoice,Invoiced,14/03/2025,,,,,,,,,,,,,,6,Picked,DTR Van-D,,,,,,,,
IN000124,7880336,CT0010041511,SHA1003,1,3049805,3049805,DETTOL LIQUID 72*125ML,OU,S,CA,3,0,22571,313.49,940.47,0,0,0,0,0,940.47,0,0,940.47,SOSHA1003000003,Invoice,Invoiced,04/03/2025,,,,,,,,,,,,,,3,Unpick,DTR Van-D,,,,,,,,
IN000837,7880336,CT0010054382,SHA1004,3,3299086,3299086,Dettol soap cool 165g,EA,S,EA,4,0,233,233,932,27.96,111.84,0,0,111.84,820.16,0,131.23,951.39,SOSHA1004000136,Invoice,Invoiced,12/03/2025,,,,,,,,,,,,,,4,Picked,DTR Van-A,,,,,,,,
IN000904,7880336,CT0010054391,SHA1000,21,3109556,3109556,AIRWICK ZA CAN CITRUS,OU,S,CA,6,0,3807,158.63,951.78,0,0,0,0,0,951.78,0,0,951.78,SOSHA1000000019,Invoice,Invoiced,13/03/2025,,,,,,,,,,,,,,6,Picked,Other Supermarts-D,,,,,,,,
IN000904,7880336,CT0010054391,SHA1000,22,3109122,3109122,AIRWICK ZA LAVENDER CAN,OU,S,CA,6,0,3807,158.63,951.78,0,0,0,0,0,951.78,0,0,951.78,SOSHA1000000019,Invoice,Invoiced,13/03/2025,,,,,,,,,,,,,,6,Picked,Other Supermarts-D,,,,,,,,
IN000963,7880336,CT0010054434,SHA1006,2,3074755,3074755,AIRWICK KE CITRUS KE 24* 30GM,OU,S,CA,6,0,3807,158.63,951.78,0,0,0,0,0,951.78,0,0,951.78,SOSHA1006000187,Invoice,Invoiced,13/03/2025,,,,,,,,,,,,,,6,Picked,DTR Van-D,,,,,,,,
IN000963,7880336,CT0010054434,SHA1006,3,3074756,3074756,AIRWICK KE FRESHWATER 24* 30GM,OU,S,CA,6,0,3807,158.63,951.78,0,0,0,0,0,951.78,0,0,951.78,SOSHA1006000187,Invoice,Invoiced,13/03/2025,,,,,,,,,,,,,,6,Picked,DTR Van-D,,,,,,,,
IN000963,7880336,CT0010054434,SHA1006,4,3074759,3074759,Airwick Ke Lavender 24* 30Gm,OU,S,CA,6,0,3807,158.63,951.78,0,0,0,0,0,951.78,0,0,951.78,SOSHA1006000187,Invoice,Invoiced,13/03/2025,,,,,,,,,,,,,,6,Picked,DTR Van-D,,,,,,,,
IN000832,7880336,CT0010043004,SHA1004,2,384683,0384683,Jik Colours 250Ml *18,OU,S,CA,4,0,3740.76,207.82,831.28,0,0,0,0,0,831.28,0,133,964.28,SOSHA1004000128,Invoice,Invoiced,12/03/2025,,,,,,,,,,,,,,4,Picked,DTR Van-D,,,,,,,,
IN000834,7880336,CT0010043018,SHA1004,2,384683,0384683,Jik Colours 250Ml *18,OU,S,CA,4,0,3740.76,207.82,831.28,0,0,0,0,0,831.28,0,133,964.28,SOSHA1004000133,Invoice,Invoiced,12/03/2025,,,,,,,,,,,,,,4,Picked,DTR Van-D,,,,,,,,
IN001301,7880336,CT0010046600,SHA1001,8,366165,0366165,Dettol Soap Original 48*175G,OU,S,CA,4,0,11184,233,932,1098.12,91.51,0,0,91.51,840.49,0,134.48,974.97,SOSHA1001000222,Invoice,Invoiced,20/03/2025,,,,,,,,,,,,,,4,Picked,DTR Van-D,,,,,,,,
IN000122,7880336,CT0010045045,SHA1002,1,3049801,3049801,DETTOL LIQUID 96*50ML,OU,S,CA,12,0,9028.21,94.04,1128.48,1083.36,135.42,0,0,135.42,993.06,0,0,993.06,SOSHA1002000007,Invoice,Invoiced,04/03/2025,,,,,,,,,,,,,,12,Unpick,DTR Van-D,,,,,,,,
IN000135,7880336,CT0010045474,SHA1002,2,3049801,3049801,DETTOL LIQUID 96*50ML,OU,S,CA,12,0,9028.21,94.04,1128.48,1083.36,135.42,0,0,135.42,993.06,0,0,993.06,SOSHA1002000026,Invoice,Invoiced,04/03/2025,,,,,,,,,,,,,,12,Unpick,DTR Van-D,,,,,,,,
IN000139,7880336,CT0010041859,SHA1003,1,3049801,3049801,DETTOL LIQUID 96*50ML,OU,S,CA,12,0,9028.21,94.04,1128.48,1083.36,135.42,0,0,135.42,993.06,0,0,993.06,SOSHA1003000025,Invoice,Invoiced,04/03/2025,,,,,,,,,,,,,,12,Unpick,DTR Van-D,,,,,,,,
IN000200,7880336,CT0010041724,SHA1006,1,3049801,3049801,DETTOL LIQUID 96*50ML,OU,S,CA,12,0,9028.21,94.04,1128.48,1083.36,135.42,0,0,135.42,993.06,0,0,993.06,SOSHA1006000015,Invoice,Invoiced,05/03/2025,,,,,,,,,,,,,,12,Unpick,DTR Van-D,,,,,,,,
IN000201,7880336,CT0010043772,SHA1003,1,3049801,3049801,DETTOL LIQUID 96*50ML,OU,S,CA,12,0,9028.21,94.04,1128.48,1083.36,135.42,0,0,135.42,993.06,0,0,993.06,SOSHA1003000049,Invoice,Invoiced,05/03/2025,,,,,,,,,,,,,,12,Unpick,DTR Van-D,,,,,,,,
IN000202,7880336,CT0010043746,SHA1003,1,3049801,3049801,DETTOL LIQUID 96*50ML,OU,S,CA,12,0,9028.21,94.04,1128.48,1083.36,135.42,0,0,135.42,993.06,0,0,993.06,SOSHA1003000051,Invoice,Invoiced,05/03/2025,,,,,,,,,,,,,,12,Unpick,DTR Van-D,,,,,,,,
IN000963,7880336,CT0010054434,SHA1006,5,3049801,3049801,DETTOL LIQUID 96*50ML,OU,S,CA,12,0,9028.21,94.04,1128.48,1083.36,135.42,0,0,135.42,993.06,0,0,993.06,SOSHA1006000187,Invoice,Invoiced,13/03/2025,,,,,,,,,,,,,,12,Picked,DTR Van-D,,,,,,,,
IN000620,7880336,CT0010046053,SHA1002,3,366196,0366196,Dettol Soap Herbal 48*175G,OU,S,CA,4,0,11184,233,932,671.04,55.92,0,0,55.92,876.08,0,140.17,1016.25,SOSHA1002000124,Invoice,Invoiced,10/03/2025,,,,,,,,,,,,,,4,Picked,DTR Van-D,,,,,,,,
IN001044,7880336,CT0010054471,SHA1005,1,349130,0349130,Mortein Doom P.Gard Aik Lemon 12*100Ml,OU,S,CA,6,0,2163.01,180.25,1081.5,86.52,43.26,0,0,43.26,1038.24,0,0,1038.24,SOSHA1005000136,Invoice,Invoiced,14/03/2025,,,,,,,,,,,,,,6,Picked,DTR Van-D,,,,,,,,
IN000962,7880336,CT0010054433,SHA1006,8,205011,0205011,Airwick Freshmatic Lavender+Gadget(Promo)  4*250Ml,OU,S,CA,1,0,3592,898,898,0,0,0,0,0,898,0,143.68,1041.68,SOSHA1006000186,Invoice,Invoiced,13/03/2025,,,,,,,,,,,,,,1,Picked,DTR Van-D,,,,,,,,
IN000962,7880336,CT0010054433,SHA1006,9,205012,0205012,Airwick Freshmatic Citrus+Gadget(Promo)  4*250Ml,OU,S,CA,1,0,3592,898,898,0,0,0,0,0,898,0,143.68,1041.68,SOSHA1006000186,Invoice,Invoiced,13/03/2025,,,,,,,,,,,,,,1,Picked,DTR Van-D,,,,,,,,
IN000962,7880336,CT0010054433,SHA1006,11,332938,0332938,Airwick Freshmatic Rose+Gadget(Promo)  4*250Ml,OU,S,CA,1,0,3592,898,898,0,0,0,0,0,898,0,143.68,1041.68,SOSHA1006000186,Invoice,Invoiced,13/03/2025,,,,,,,,,,,,,,1,Picked,DTR Van-D,,,,,,,,
IN001054,7880336,CT0010054457,SHA1006,9,205011,0205011,Airwick Freshmatic Lavender+Gadget(Promo)  4*250Ml,OU,S,CA,1,0,3592,898,898,0,0,0,0,0,898,0,143.68,1041.68,SOSHA1006000189,Invoice,Invoiced,14/03/2025,,,,,,,,,,,,,,1,Picked,DTR Van-D,,,,,,,,
IN001054,7880336,CT0010054457,SHA1006,10,205012,0205012,Airwick Freshmatic Citrus+Gadget(Promo)  4*250Ml,OU,S,CA,1,0,3592,898,898,0,0,0,0,0,898,0,143.68,1041.68,SOSHA1006000189,Invoice,Invoiced,14/03/2025,,,,,,,,,,,,,,1,Picked,DTR Van-D,,,,,,,,
IN001054,7880336,CT0010054457,SHA1006,12,332938,0332938,Airwick Freshmatic Rose+Gadget(Promo)  4*250Ml,OU,S,CA,1,0,3592,898,898,0,0,0,0,0,898,0,143.68,1041.68,SOSHA1006000189,Invoice,Invoiced,14/03/2025,,,,,,,,,,,,,,1,Picked,DTR Van-D,,,,,,,,
IN001158,7880336,CT0010054562,SHA1007,1,349130,0349130,Mortein Doom P.Gard Aik Lemon 12*100Ml,OU,S,CA,5,0,2163.01,180.25,901.25,0,0,0,0,0,901.25,0,144.2,1045.45,SOSHA1007000172,Invoice,Invoiced,17/03/2025,,,,,,,,,,,,,,5,Picked,DTR Van-D,,,,,,,,
IN000701,7880336,CT0010047492,SHA1000,26,3132486,3132486,HARPIC TETRIS ITB TROPICAL BLOSSOM 6*35G,CA,S,CA,1,0,926.72,926.72,926.72,0,0,0,0,0,926.72,0,148.28,1075,SOSHA1000000015,Invoice,Invoiced,11/03/2025,,,,,,,,,,,,,,6,Picked,Medium Supermarket-D,,,,,,,,
IN000902,7880336,CT0010049475,SHA1000,23,3119322,3119322,HARPIC TETRIS ITB BLOCKS LAVENDER MEADOWS 6*35G,CA,S,CA,1,0,926.72,926.72,926.72,0,0,0,0,0,926.72,0,148.28,1075,SOSHA1000000016,Invoice,Invoiced,13/03/2025,,,,,,,,,,,,,,6,Picked,Other Supermarts-D,,,,,,,,
IN000902,7880336,CT0010049475,SHA1000,24,3132946,3132946,HARPIC TETRIS ITB MARINE SPLASH 6*35G,CA,S,CA,1,0,926.72,926.72,926.72,0,0,0,0,0,926.72,0,148.28,1075,SOSHA1000000016,Invoice,Invoiced,13/03/2025,,,,,,,,,,,,,,6,Picked,Other Supermarts-D,,,,,,,,
IN000902,7880336,CT0010049475,SHA1000,25,3132947,3132947,HARPIC TETRIS ITB FOREST DEW 35G,CA,S,CA,1,0,926.72,926.72,926.72,0,0,0,0,0,926.72,0,148.28,1075,SOSHA1000000016,Invoice,Invoiced,13/03/2025,,,,,,,,,,,,,,6,Picked,Other Supermarts-D,,,,,,,,
IN000190,7880336,CT0010043491,SHA1007,2,3299086,3299086,Dettol soap cool 165g,EA,S,EA,4,0,233,233,932,0,0,0,0,0,932,0,149.12,1081.12,SOSHA1007000031,Invoice,Invoiced,04/03/2025,,,,,,,,,,,,,,4,Picked,DTR Van-D,,,,,,,,
IN000400,7880336,CT0010047013,SHA1002,1,366165,0366165,Dettol Soap Original 48*175G,OU,S,CA,4,0,11184,233,932,0,0,0,0,0,932,0,149.12,1081.12,SOSHA1002000083,Invoice,Invoiced,06/03/2025,,,,,,,,,,,,,,4,Picked,DTR Van-D,,,,,,,,
IN000598,7880336,CT0010054219,SHA1004,9,366165,0366165,Dettol Soap Original 48*175G,OU,S,CA,4,0,11184,233,932,0,0,0,0,0,932,0,149.12,1081.12,SOSHA1004000087,Invoice,Invoiced,10/03/2025,,,,,,,,,,,,,,4,Unpick,DTR Van-A,,,,,,,,
IN000598,7880336,CT0010054219,SHA1004,13,3299074,3299074,Dettol soap Herbal 165g,EA,S,EA,4,0,233,233,932,0,0,0,0,0,932,0,149.12,1081.12,SOSHA1004000087,Invoice,Invoiced,10/03/2025,,,,,,,,,,,,,,4,Unpick,DTR Van-A,,,,,,,,
IN000620,7880336,CT0010046053,SHA1002,2,366165,0366165,Dettol Soap Original 48*175G,OU,S,CA,4,0,11184,233,932,0,0,0,0,0,932,0,149.12,1081.12,SOSHA1002000124,Invoice,Invoiced,10/03/2025,,,,,,,,,,,,,,4,Picked,DTR Van-D,,,,,,,,
IN000889,7880336,CT0010044745,SHA1005,2,3066839,3066839,Jik Colours 1.5L *8,OU,S,CA,1,0,7471.26,933.91,933.91,0,0,0,0,0,933.91,0,149.43,1083.34,SOSHA1005000115,Invoice,Invoiced,12/03/2025,,,,,,,,,,,,,,1,Picked,DTR Van-D,,,,,,,,
IN000285,7880336,CT0010046529,SHA1001,1,3249065,3249065,DETTOL SOAP COOL 125G,OU,S,CA,6,0,11285.27,156.74,940.44,0,0,0,0,0,940.44,0,150.47,1090.91,SOSHA1001000052,Invoice,Invoiced,06/03/2025,,,,,,,,,,,,,,6,Picked,DTR Van-D,,,,,,,,
IN000345,7880336,CT0010044948,SHA1004,10,3249064,3249064,DETTOL SOAP HERBAL 125G,OU,S,CA,6,0,11285.27,156.74,940.44,0,0,0,0,0,940.44,0,150.47,1090.91,SOSHA1004000047,Invoice,Invoiced,06/03/2025,,,,,,,,,,,,,,6,Picked,DTR Van-D,,,,,,,,
IN000436,7880336,CT0010054102,SHA1004,5,3249063,3249063,DETTOL SOAP SKINCARE 125G,OU,S,CA,6,0,11285.27,156.74,940.44,0,0,0,0,0,940.44,0,150.47,1090.91,SOSHA1004000053,Invoice,Invoiced,06/03/2025,,,,,,,,,,,,,,6,Picked,DTR Van-A,,,,,,,,
IN000598,7880336,CT0010054219,SHA1004,12,3249064,3249064,DETTOL SOAP HERBAL 125G,OU,S,CA,6,0,11285.27,156.74,940.44,0,0,0,0,0,940.44,0,150.47,1090.91,SOSHA1004000087,Invoice,Invoiced,10/03/2025,,,,,,,,,,,,,,6,Unpick,DTR Van-A,,,,,,,,
IN000758,7880336,CT0010043745,SHA1003,20,3249064,3249064,DETTOL SOAP HERBAL 125G,OU,S,CA,6,0,11285.27,156.74,940.44,0,0,0,0,0,940.44,0,150.47,1090.91,SOSHA1003000132,Invoice,Invoiced,11/03/2025,,,,,,,,,,,,,,6,Picked,DTR Van-D,,,,,,,,
IN000758,7880336,CT0010043745,SHA1003,21,3249065,3249065,DETTOL SOAP COOL 125G,OU,S,CA,6,0,11285.27,156.74,940.44,0,0,0,0,0,940.44,0,150.47,1090.91,SOSHA1003000132,Invoice,Invoiced,11/03/2025,,,,,,,,,,,,,,6,Picked,DTR Van-D,,,,,,,,
IN000759,7880336,CT0010045496,SHA1004,8,3249064,3249064,DETTOL SOAP HERBAL 125G,OU,S,CA,6,0,11285.27,156.74,940.44,0,0,0,0,0,940.44,0,150.47,1090.91,SOSHA1004000114,Invoice,Invoiced,11/03/2025,,,,,,,,,,,,,,6,Picked,DTR Van-D,,,,,,,,
IN000833,7880336,CT0010042715,SHA1004,4,3249064,3249064,DETTOL SOAP HERBAL 125G,OU,S,CA,6,0,11285.27,156.74,940.44,0,0,0,0,0,940.44,0,150.47,1090.91,SOSHA1004000132,Invoice,Invoiced,12/03/2025,,,,,,,,,,,,,,6,Picked,DTR Van-D,,,,,,,,
IN000872,7880336,CT0010042641,SHA1003,3,3249063,3249063,DETTOL SOAP SKINCARE 125G,OU,S,CA,6,0,11285.27,156.74,940.44,0,0,0,0,0,940.44,0,150.47,1090.91,SOSHA1003000139,Invoice,Invoiced,12/03/2025,,,,,,,,,,,,,,6,Picked,DTR Van-D,,,,,,,,
IN000872,7880336,CT0010042641,SHA1003,4,3249064,3249064,DETTOL SOAP HERBAL 125G,OU,S,CA,6,0,11285.27,156.74,940.44,0,0,0,0,0,940.44,0,150.47,1090.91,SOSHA1003000139,Invoice,Invoiced,12/03/2025,,,,,,,,,,,,,,6,Picked,DTR Van-D,,,,,,,,
IN000974,7880336,CT0010054414,SHA1002,7,3249064,3249064,DETTOL SOAP HERBAL 125G,OU,S,CA,6,0,11285.27,156.74,940.44,0,0,0,0,0,940.44,0,150.47,1090.91,SOSHA1002000160,Invoice,Invoiced,13/03/2025,,,,,,,,,,,,,,6,Picked,DTR Van-D,,,,,,,,
IN000978,7880336,CT0010050026,SHA1000,10,3249064,3249064,DETTOL SOAP HERBAL 125G,OU,S,CA,6,0,11285.27,156.74,940.44,0,0,0,0,0,940.44,0,150.47,1090.91,SOSHA1000000023,Invoice,Invoiced,14/03/2025,,,,,,,,,,,,,,6,Picked,Other Supermarts-D,,,,,,,,
IN000978,7880336,CT0010050026,SHA1000,11,3249065,3249065,DETTOL SOAP COOL 125G,OU,S,CA,6,0,11285.27,156.74,940.44,0,0,0,0,0,940.44,0,150.47,1090.91,SOSHA1000000023,Invoice,Invoiced,14/03/2025,,,,,,,,,,,,,,6,Picked,Other Supermarts-D,,,,,,,,
IN001038,7880336,CT0010054463,SHA1005,5,3249064,3249064,DETTOL SOAP HERBAL 125G,OU,S,CA,6,0,11285.27,156.74,940.44,0,0,0,0,0,940.44,0,150.47,1090.91,SOSHA1005000139,Invoice,Invoiced,14/03/2025,,,,,,,,,,,,,,6,Picked,DTR Van-D,,,,,,,,
IN001084,7880336,CT0010043510,SHA1002,1,3249064,3249064,DETTOL SOAP HERBAL 125G,OU,S,CA,6,0,11285.27,156.74,940.44,0,0,0,0,0,940.44,0,150.47,1090.91,SOSHA1002000176,Invoice,Invoiced,17/03/2025,,,,,,,,,,,,,,6,Picked,DTR Van-D,,,,,,,,
IN001099,7880336,CT0010045138,SHA1002,2,3249064,3249064,DETTOL SOAP HERBAL 125G,OU,S,CA,6,0,11285.27,156.74,940.44,0,0,0,0,0,940.44,0,150.47,1090.91,SOSHA1002000179,Invoice,Invoiced,17/03/2025,,,,,,,,,,,,,,6,Picked,DTR Van-D,,,,,,,,
IN001163,7880336,CT0010043500,SHA1007,7,3249064,3249064,DETTOL SOAP HERBAL 125G,OU,S,CA,6,0,11285.27,156.74,940.44,0,0,0,0,0,940.44,0,150.47,1090.91,SOSHA1007000167,Invoice,Invoiced,17/03/2025,,,,,,,,,,,,,,6,Picked,DTR Van-D,,,,,,,,
IN001183,7880336,CT0010043252,SHA1001,4,3249065,3249065,DETTOL SOAP COOL 125G,OU,S,CA,6,0,11285.27,156.74,940.44,0,0,0,0,0,940.44,0,150.47,1090.91,SOSHA1001000200,Invoice,Invoiced,18/03/2025,,,,,,,,,,,,,,6,Picked,DTR Van-D,,,,,,,,
IN001339,7880336,CT0010054104,SHA1003,6,3249064,3249064,DETTOL SOAP HERBAL 125G,OU,S,CA,6,0,11285.27,156.74,940.44,0,0,0,0,0,940.44,0,150.47,1090.91,SOSHA1003000228,Invoice,Invoiced,20/03/2025,,,,,,,,,,,,,,6,Picked,DTR Van-D,,,,,,,,
IN001339,7880336,CT0010054104,SHA1003,7,3249065,3249065,DETTOL SOAP COOL 125G,OU,S,CA,6,0,11285.27,156.74,940.44,0,0,0,0,0,940.44,0,150.47,1090.91,SOSHA1003000228,Invoice,Invoiced,20/03/2025,,,,,,,,,,,,,,6,Picked,DTR Van-D,,,,,,,,
IN000889,7880336,CT0010044745,SHA1005,1,3049805,3049805,DETTOL LIQUID 72*125ML,OU,S,CA,3,0,22571,313.49,940.47,0,0,0,0,0,940.47,0,150.48,1090.95,SOSHA1005000115,Invoice,Invoiced,12/03/2025,,,,,,,,,,,,,,3,Picked,DTR Van-D,,,,,,,,
IN001315,7880336,CT0010047432,SHA1002,4,3049805,3049805,DETTOL LIQUID 72*125ML,OU,S,CA,3,0,22571,313.49,940.47,0,0,0,0,0,940.47,0,150.48,1090.95,SOSHA1002000223,Invoice,Invoiced,20/03/2025,,,,,,,,,,,,,,3,Picked,DTR Van-D,,,,,,,,
IN001130,7880336,CT0010043166,SHA1005,3,3286535,3286535,HARPIC POWERPLUS 100ML,OU,S,CA,24,0,1552,43.11,1034.64,139.68,93.12,0,0,93.12,941.52,0,150.64,1092.16,SOSHA1005000160,Invoice,Invoiced,17/03/2025,,,,,,,,,,,,,,24,Picked,DTR Van-D,,,,,,,,
IN001205,7880336,CT0010042021,SHA1003,4,3286535,3286535,HARPIC POWERPLUS 100ML,OU,S,CA,24,0,1552,43.11,1034.64,139.68,93.12,0,0,93.12,941.52,0,150.64,1092.16,SOSHA1003000205,Invoice,Invoiced,18/03/2025,,,,,,,,,,,,,,24,Picked,DTR Van-D,,,,,,,,
IN000721,7880336,CT0010054234,SHA1000,5,3074759,3074759,Airwick Ke Lavender 24* 30Gm,OU,S,CA,6,0,3807,158.63,951.78,0,0,0,0,0,951.78,0,152.28,1104.06,SOSHA1000000014,Invoice,Invoiced,11/03/2025,,,,,,,,,,,,,,6,Picked,Other Supermarts-D,,,,,,,,
IN000721,7880336,CT0010054234,SHA1000,6,3109556,3109556,AIRWICK ZA CAN CITRUS,OU,S,CA,6,0,3807,158.63,951.78,0,0,0,0,0,951.78,0,152.28,1104.06,SOSHA1000000014,Invoice,Invoiced,11/03/2025,,,,,,,,,,,,,,6,Picked,Other Supermarts-D,,,,,,,,
IN000721,7880336,CT0010054234,SHA1000,7,3109122,3109122,AIRWICK ZA LAVENDER CAN,OU,S,CA,6,0,3807,158.63,951.78,0,0,0,0,0,951.78,0,152.28,1104.06,SOSHA1000000014,Invoice,Invoiced,11/03/2025,,,,,,,,,,,,,,6,Picked,Other Supermarts-D,,,,,,,,
IN000962,7880336,CT0010054433,SHA1006,12,3074755,3074755,AIRWICK KE CITRUS KE 24* 30GM,OU,S,CA,6,0,3807,158.63,951.78,0,0,0,0,0,951.78,0,152.28,1104.06,SOSHA1006000186,Invoice,Invoiced,13/03/2025,,,,,,,,,,,,,,6,Picked,DTR Van-D,,,,,,,,
